Année;UAI;Libellé;Région;Niveau formation;Taux poursuite études;Taux emploi 6 mois;Taux interruption formation;Part contrats apprentissage interrompus;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2023-2024;0756138P;Of-Cfa Cible Emploi;ILE-DE-FRANCE;CAP;;;;;;;;30962.0
cumul 2023-2024;0756149B;Of-Cfa Avlis Formation;ILE-DE-FRANCE;Autres formations de niveau 5;9.0;59.0;;49.0;;;;30966.0
cumul 2023-2024;0756151D;Of-Cfa Alterneo - Proactive Academy;ILE-DE-FRANCE;Autres formations de niveau 4;23.0;50.0;;57.0;;;;30967.0
cumul 2023-2024;0756153F;Of-Cfa Valeur Ajoutée;ILE-DE-FRANCE;Autres formations de niveau 5;14.0;52.0;;;;;;30970.0
cumul 2023-2024;0756159M;OF-CFA Ecole supérieure de comptabilité et gestion;ILE-DE-FRANCE;BTS;78.0;;;45.0;;;;30973.0
cumul 2023-2024;0756181L;Of-Cfa FFBB Institut National de Formation du Basketball;ILE-DE-FRANCE;Autres formations de niveau 4;;;;10.0;;;;30979.0
cumul 2023-2024;0756181L;Of-Cfa FFBB Institut National de Formation du Basketball;ILE-DE-FRANCE;Autres formations de niveau 5;22.0;81.0;;7.0;;;;30980.0
cumul 2023-2024;0756223G;Of-Cfa Ecloson;ILE-DE-FRANCE;CAP;;;;;;;;30997.0
cumul 2023-2024;0756224H;Of-Cfa Galileo Global Education France Developpement 1;ILE-DE-FRANCE;Autres formations de niveau 3;;;;50.0;;;;30998.0
cumul 2023-2024;0756249K;OF-CFA BUSINESS IMMO;ILE-DE-FRANCE;BTS;;;;51.0;;;;31008.0
cumul 2023-2024;0756250L;GIP-FCIP de Paris CFA Académie de Paris;ILE-DE-FRANCE;MC3;;;;;;;;31015.0
cumul 2023-2024;0756299P;OF-CFA G2R;ILE-DE-FRANCE;Autres formations de niveau 5;;;;;;;;31024.0
cumul 2023-2024;0756311C;OF-CFA AFMEE;ILE-DE-FRANCE;Autres formations de niveau 3;;;;12.0;;;;31025.0
cumul 2023-2024;0756343M;Of-Cfa Académie Aubry Coiffure;ILE-DE-FRANCE;CAP;;;;76.0;;;;31039.0
cumul 2023-2024;0756351W;Of-Cfa ISW Education;ILE-DE-FRANCE;BTS;;;;55.0;;;;31045.0
cumul 2023-2024;0756360F;Of-Cfa Forma' Institut de Formation de la FSCF;ILE-DE-FRANCE;Autres formations de niveau 4;23.0;78.0;;10.0;;;;31048.0
cumul 2023-2024;0756369R;Of-Cfa Studi;ILE-DE-FRANCE;CAP;;;;69.0;;;;31057.0
cumul 2023-2024;0756406F;Of-Cfa FLD;ILE-DE-FRANCE;CAP;15.0;64.0;29.0;36.0;;;;31062.0
cumul 2023-2024;0756454H;Of-Cfa Association pour la Formation Professionnelle continue des Organismes de Logement Social;ILE-DE-FRANCE;Autres formations de niveau 5;;;;;;;;31069.0
cumul 2023-2024;0756480L;Of-Cfa Campus Nature et Talents by Teract;ILE-DE-FRANCE;Autres formations de niveau 4;28.0;33.0;;19.0;;;;31072.0
cumul 2023-2024;0756480L;Of-Cfa Campus Nature et Talents by Teract;ILE-DE-FRANCE;Autres formations de niveau 5;;;;;;;;31073.0
cumul 2023-2024;0756509T;Of-Cfa Bat Academy;ILE-DE-FRANCE;Autres formations de niveau 3;8.0;52.0;;23.0;;;;31077.0
cumul 2023-2024;0761350E;Organisme de formation-Centre de formation d'apprentis Pôle formation UIMM Eure Seine Estuaire -Site du Havre;NORMANDIE;Autres formations de niveau 3;32.0;80.0;;21.0;;;;31079.0
cumul 2023-2024;0761801V;Centre de formation d'apprentis de l'imprimerie et des industries graphiques AFI-LNR Mont-Saint-Aignan;NORMANDIE;CAP;;;;;;;;31086.0
cumul 2023-2024;0761817M;Bâtiment CFA Le Havre;NORMANDIE;BTS;;;;45.0;;;;31091.0
cumul 2023-2024;0761817M;Bâtiment CFA Le Havre;NORMANDIE;MC3;55.0;;30.0;3.0;;;;31093.0
cumul 2023-2024;0761819P;Bâtiment CFA Rouen - espace Lanfry;NORMANDIE;BAC;44.0;76.0;;34.0;;;;31094.0
cumul 2023-2024;0762403Z;Organisme de formation-Centre de formation d'apprentis IFA Marcel Sauvage;NORMANDIE;BP;27.0;80.0;34.0;34.0;;;;31118.0
cumul 2023-2024;0762403Z;Organisme de formation-Centre de formation d'apprentis IFA Marcel Sauvage;NORMANDIE;BTS;48.0;67.0;28.0;34.0;;;;31119.0
cumul 2023-2024;0762403Z;Organisme de formation-Centre de formation d'apprentis IFA Marcel Sauvage;NORMANDIE;CAP;37.0;59.0;48.0;52.0;;;;31120.0
cumul 2023-2024;0762635B;CFP - MFR de Rouen;NORMANDIE;Autres formations de niveau 4;35.0;65.0;;32.0;;;;31124.0
cumul 2023-2024;0762635B;CFP - MFR de Rouen;NORMANDIE;CAP;61.0;45.0;;24.0;;;;31125.0
cumul 2023-2024;0762652V;Centre de formation d'apprentis agricole de Seine-Maritime;NORMANDIE;Autres formations de niveau 4;15.0;62.0;;14.0;;;;31127.0
cumul 2023-2024;0762652V;Centre de formation d'apprentis agricole de Seine-Maritime;NORMANDIE;BAC;49.0;58.0;;37.0;;;;31128.0
cumul 2023-2024;0762897L;Organisme de formation-Centre de formation d'apprentis des compagnons du devoir - Mont-Saint-Aignan;NORMANDIE;CAP;62.0;65.0;17.0;27.0;;;;31134.0
cumul 2023-2024;0763152N;Institut national de la boulangerie pâtisserie;NORMANDIE;Autres formations de niveau 4;;;;52.0;;;;31144.0
cumul 2023-2024;0763153P;Centre de formation d'apprentis Jeanne d'Arc;NORMANDIE;CAP;37.0;66.0;36.0;38.0;;;;31152.0
cumul 2023-2024;0763212D;Maison Familiale Rurale de Tôtes;NORMANDIE;BAC;57.0;;;17.0;;;;31154.0
cumul 2023-2024;0763417B;CFP - MFR de Coqureaumont;NORMANDIE;Autres formations de niveau 4;;;;;;;;31155.0
cumul 2023-2024;0763465D;Organisme de formation-Centre de formation d'apprentis- Institut de la Formation Professionnelle en région académique Normandie Rouen;NORMANDIE;Autres formations de niveau 5;;;;25.0;;;;31160.0
cumul 2023-2024;0763491G;Centre de formation d'apprentis de la chambre des métiers et de l'artisanat de la Seine-Maritime;NORMANDIE;Autres formations de niveau 4;10.0;;;;;;;31167.0
cumul 2023-2024;0763520N;Organisme de formation-Centre de formation d'apprentis de Formation Démocratie Normandie Le Havre;NORMANDIE;Autres formations de niveau 5;;;;;;;;31178.0
cumul 2023-2024;0763526V;Organisme de formation-Centre de formation d'apprentis de NFSPRO Rouen;NORMANDIE;Autres formations de niveau 5;66.0;;;12.0;;;;31179.0
cumul 2023-2024;0763545R;Organisme de formation-Centre de formation d'apprentis ASS FORMATION INDUSTRIES - AFORIA - MONT-SAINT-AIGNAN;NORMANDIE;Autres formations de niveau 3;;;;;;;;31180.0
cumul 2023-2024;0763580D;Organisme de formation - Centre de formation d'apprentis LS Formation - Bois-Guillaume;NORMANDIE;CAP;4.0;67.0;6.0;6.0;;;;31188.0
cumul 2023-2024;0771654E;CFA du Bâtiment et des Travaux Publics;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;31190.0
cumul 2023-2024;0771654E;CFA du Bâtiment et des Travaux Publics;ILE-DE-FRANCE;BTS;17.0;62.0;46.0;21.0;;;;31193.0
cumul 2023-2024;0771817G;OF CFA de Seine et Marne;ILE-DE-FRANCE;Autres formations de niveau 4;4.0;82.0;;;;;;31196.0
cumul 2023-2024;0771817G;OF CFA de Seine et Marne;ILE-DE-FRANCE;BAC;26.0;70.0;;42.0;;;;31197.0
cumul 2023-2024;0772242U;AFTRAL CFA TL Noisiel;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;31201.0
cumul 2023-2024;0772242U;AFTRAL CFA TL Noisiel;ILE-DE-FRANCE;BAC;48.0;;;36.0;;;;31204.0
cumul 2023-2024;0772319C;CFA du Bâtiment et Travaux Publics;ILE-DE-FRANCE;BTS;;;;53.0;;;;31208.0
cumul 2023-2024;0772319C;CFA du Bâtiment et Travaux Publics;ILE-DE-FRANCE;CAP;48.0;53.0;25.0;39.0;;;;31209.0
cumul 2023-2024;0772333T;Maison Familiale Rurale de Souppes-sur-Loing;ILE-DE-FRANCE;BAC;;;;;;;;31210.0
cumul 2023-2024;0772587U;AFTRAL CFA Site de Savigny-le-Temple;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;31220.0
cumul 2023-2024;0772587U;AFTRAL CFA Site de Savigny-le-Temple;ILE-DE-FRANCE;BAC;;;;39.0;;;;31222.0
cumul 2023-2024;0772667F;Institut Supérieur En Alternance du Management;ILE-DE-FRANCE;BTS;;;;;;;;31224.0
cumul 2023-2024;0772742M;CFA UTEC;ILE-DE-FRANCE;CAP;35.0;63.0;42.0;47.0;;;;31229.0
cumul 2023-2024;0772860R;CFA du groupe RATP;ILE-DE-FRANCE;BAC;;;;33.0;;;;31233.0
cumul 2023-2024;0772890Y;CFA Cogefi Formation Sa;ILE-DE-FRANCE;BTS;50.0;60.0;55.0;52.0;;;;31235.0
cumul 2023-2024;0772892A;CFA de Saint-Aspais Melun;ILE-DE-FRANCE;BTS;59.0;52.0;33.0;44.0;;;;31236.0
cumul 2023-2024;0772902L;CFA IFAP Management;ILE-DE-FRANCE;BTS;66.0;73.0;25.0;37.0;;;;31240.0
cumul 2023-2024;0772925L;Ecole Terrade Melun;ILE-DE-FRANCE;BP;24.0;86.0;16.0;36.0;;;;31252.0
cumul 2023-2024;0780293V;Organisme de formation-Centre de formation d'apprentis de la Pharmacie, de la Santé, du Sanitaire et du Social;ILE-DE-FRANCE;Autres formations de niveau 4;3.0;77.0;;23.0;;;;31261.0
cumul 2023-2024;0780762E;Organisme de formation-Centre de formation d'apprentis - Transport et logistique Aftral - le Tremblay-sur-Mauldre;ILE-DE-FRANCE;Autres formations de niveau 5;;;;25.0;;;;31267.0
cumul 2023-2024;0780762E;Organisme de formation-Centre de formation d'apprentis - Transport et logistique Aftral - le Tremblay-sur-Mauldre;ILE-DE-FRANCE;CAP;18.0;72.0;36.0;37.0;;;;31270.0
cumul 2023-2024;0781203J;Organisme de formation-Centre de formation d'apprentis - la Navigation Fluviale - Le Tremblay sur Mauldre;ILE-DE-FRANCE;BAC;16.0;71.0;;43.0;;;;31276.0
cumul 2023-2024;0781663J;Ecole supérieure privée Pigier;ILE-DE-FRANCE;Autres formations de niveau 5;43.0;;;59.0;;;;31278.0
cumul 2023-2024;0781779K;CFA des Yvelines;ILE-DE-FRANCE;Autres formations de niveau 4;4.0;88.0;;;;;;31280.0
cumul 2023-2024;0781779K;CFA des Yvelines;ILE-DE-FRANCE;Autres formations de niveau 5;;;;5.0;;;;31281.0
cumul 2023-2024;0781779K;CFA des Yvelines;ILE-DE-FRANCE;BP;31.0;;;34.0;;;;31283.0
cumul 2023-2024;0781858W;H3 Campus Poissy;ILE-DE-FRANCE;BTS;54.0;60.0;;44.0;;;;31286.0
cumul 2023-2024;0782092A;Organisme de formation-Centre de formation d'apprentis - AFIPE   Vente - Commerce - Poissy;ILE-DE-FRANCE;BTS;55.0;60.0;42.0;44.0;;;;31291.0
cumul 2023-2024;0782093B;Organisme de formation-Centre de formation d'apprentis Trajectoire - Guyancourt;ILE-DE-FRANCE;Autres formations de niveau 5;48.0;;;;;;;31294.0
cumul 2023-2024;0782093B;Organisme de formation-Centre de formation d'apprentis Trajectoire - Guyancourt;ILE-DE-FRANCE;BTS;41.0;71.0;50.0;45.0;;;;31297.0
cumul 2023-2024;0782120F;Organisme de formation-Centre de formation d'apprentis - MFR La Grange Colombe - Rambouillet;ILE-DE-FRANCE;BP;;;;;;;;31310.0
cumul 2023-2024;0783545E;Ecole Supérieure ENSUP;ILE-DE-FRANCE;BTS;63.0;68.0;37.0;43.0;;;;31313.0
cumul 2023-2024;0783593G;Organisme de formation-Centre de formation d'apprentis de VERSAILLES;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;31315.0
cumul 2023-2024;0783593G;Organisme de formation-Centre de formation d'apprentis de VERSAILLES;ILE-DE-FRANCE;MC4;42.0;65.0;16.0;9.0;;;;31321.0
cumul 2023-2024;0783706E;Organisme de formation-Centre de formation d'apprentis Institut National du Cycle et du Motocycle;ILE-DE-FRANCE;Autres formations de niveau 4;0.0;60.0;;21.0;;;;31327.0
cumul 2023-2024;0783706E;Organisme de formation-Centre de formation d'apprentis Institut National du Cycle et du Motocycle;ILE-DE-FRANCE;BAC;41.0;55.0;;41.0;;;;31328.0
cumul 2023-2024;0783729E;Organisme de formation-Centre de formation d'apprentis - EMHa - Ecole des Métiers de l'Habitat - Poissy;ILE-DE-FRANCE;Autres formations de niveau 3;;;;24.0;;;;31332.0
cumul 2023-2024;0783790W;Organisme de formation-Centre de formation d'apprentis - Alternance Sauvegarde Yvelines - Métiers du Social de BUC Ressources - Buc;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;31338.0
cumul 2023-2024;0783805M;Organisme de formation-Centre de formation d'apprentis - Parenthès et savoirs - Saint-Germain-en-Laye;ILE-DE-FRANCE;Autres formations de niveau 3;0.0;46.0;;34.0;;;;31342.0
cumul 2023-2024;0783819C;Organisme de formation-Centre de formation d'apprentis - McDonald's;ILE-DE-FRANCE;Autres formations de niveau 5;9.0;75.0;;26.0;;;;31345.0
cumul 2023-2024;0790670Z;Maison Familiale Rurale du Marais poitevin;NOUVELLE-AQUITAINE;BAC;;;;20.0;;;;31352.0
cumul 2023-2024;0790989W;Maison Familiale Rurale de Moncoutant;NOUVELLE-AQUITAINE;CAP;34.0;56.0;;11.0;;;;31354.0
cumul 2023-2024;0790991Y;Maison Familiale Rurale de Secondigny;NOUVELLE-AQUITAINE;BAC;;;;31.0;;;;31355.0
cumul 2023-2024;0791046H;CFA des Deux Sèvres;NOUVELLE-AQUITAINE;CAP;57.0;33.0;;33.0;;;;31371.0
cumul 2023-2024;0791115H;CFPPA de Bressuire;NOUVELLE-AQUITAINE;BTS;31.0;80.0;21.0;24.0;;;;31378.0
cumul 2023-2024;0791132B;Centre de formation Alternance Sèvre et Vienne;NOUVELLE-AQUITAINE;BAC;;;;52.0;;;;31380.0
cumul 2023-2024;0791168R;Institut supérieur de formation par alternance et continue - ISFAC Niort;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;;;;;31383.0
cumul 2023-2024;0791168R;Institut supérieur de formation par alternance et continue - ISFAC Niort;NOUVELLE-AQUITAINE;BTS;44.0;82.0;31.0;39.0;;;;31384.0
cumul 2023-2024;0791189N;Centre de formation continue Les Formations du Marais;NOUVELLE-AQUITAINE;BTS;33.0;71.0;57.0;46.0;;;;31388.0
cumul 2023-2024;0791200A;Organisme de formation-Centre de formation d'apprentis de ECF Centre Ouest atlantique de la Crèche;NOUVELLE-AQUITAINE;CAP;;;;25.0;;;;31394.0
cumul 2023-2024;0801302F;Organisme de formation-Centre de formation d'apprentis de BTP CFA 80 Amiens;HAUTS-DE-FRANCE;Autres formations de niveau 3;;;;;;;;31395.0
cumul 2023-2024;0801302F;Organisme de formation-Centre de formation d'apprentis de BTP CFA 80 Amiens;HAUTS-DE-FRANCE;BAC;41.0;83.0;;15.0;;;;31397.0
cumul 2023-2024;0801302F;Organisme de formation-Centre de formation d'apprentis de BTP CFA 80 Amiens;HAUTS-DE-FRANCE;BP;22.0;79.0;45.0;38.0;;;;31398.0
cumul 2023-2024;0801558J;Organismede formation-Centre de formation d'apprentis d'INTERFOR SIA Amiens;HAUTS-DE-FRANCE;Autres formations de niveau 4;;;;;;;;31403.0
cumul 2023-2024;0801558J;Organismede formation-Centre de formation d'apprentis d'INTERFOR SIA Amiens;HAUTS-DE-FRANCE;Autres formations de niveau 5;39.0;67.0;;38.0;;;;31404.0
cumul 2023-2024;0801630M;Maison Familiale Rurale de Conty;HAUTS-DE-FRANCE;BAC;;;;;;;;31411.0
cumul 2023-2024;0801630M;Maison Familiale Rurale de Conty;HAUTS-DE-FRANCE;CAP;;;;;;;;31412.0
cumul 2023-2024;0801719J;Maison Familiale Rurale d'Yzengremer;HAUTS-DE-FRANCE;BAC;35.0;59.0;;26.0;;;;31415.0
cumul 2023-2024;0802002S;Organisme de formation-Centre de formation d'apprentis IRFA APISUP à Amiens;HAUTS-DE-FRANCE;Autres formations de niveau 5;35.0;;;34.0;;;;31425.0
cumul 2023-2024;0802004U;Site de formation d'apprentis de AFTRAL Transport Logistique Hauts de France Longueau;HAUTS-DE-FRANCE;Autres formations de niveau 5;44.0;70.0;;19.0;;;;31428.0
cumul 2023-2024;0802004U;Site de formation d'apprentis de AFTRAL Transport Logistique Hauts de France Longueau;HAUTS-DE-FRANCE;BAC;20.0;;;34.0;;;;31429.0
cumul 2023-2024;0802084F;Centre de formation d'apprentis académique d'Amiens;HAUTS-DE-FRANCE;BAC;49.0;58.0;;22.0;;;;31438.0
cumul 2023-2024;0802096U;Centre de formation continue Saint-martin;HAUTS-DE-FRANCE;CAP;24.0;62.0;;39.0;;;;31443.0
cumul 2023-2024;0802197D;Organisme de formation-Centre de formation d'apprentis AFEC Amiens;HAUTS-DE-FRANCE;Autres formations de niveau 5;;;;;;;;31450.0
cumul 2023-2024;0802197D;Organisme de formation-Centre de formation d'apprentis AFEC Amiens;HAUTS-DE-FRANCE;CAP;12.0;71.0;26.0;22.0;;;;31451.0
cumul 2023-2024;0811239G;Organisme de formation - Centre de formation d'apprentis Maurice-Emile-Pezous;OCCITANIE;BAC;32.0;79.0;;22.0;;;;31468.0
cumul 2023-2024;0811343V;CFA du Tarn;OCCITANIE;Autres formations de niveau 4;21.0;81.0;;;;;;31471.0
cumul 2023-2024;0811366V;Organisme de formation - Centre de formation d'apprentis Roches en Sidobre;OCCITANIE;Autres formations de niveau 4;;;;;;;;31478.0
cumul 2023-2024;0811388U;Organisme de formation - Centre de formation d'apprentis CFA ALBI;OCCITANIE;Autres formations de niveau 5;;;;;;;;31486.0
cumul 2023-2024;0811388U;Organisme de formation - Centre de formation d'apprentis CFA ALBI;OCCITANIE;BTS;;;;;;;;31488.0
cumul 2023-2024;0820062X;Formasup'82;OCCITANIE;Autres formations de niveau 4;;;;26.0;;;;31489.0
cumul 2023-2024;0820746R;Organisme de formation - Centre de formation d'apprentis départemental Ecole des métiers;OCCITANIE;MC3;48.0;;14.0;27.0;;;;31494.0
cumul 2023-2024;0820776Y;Maison Familiale Rurale Sud Agromat d'Escatalens;OCCITANIE;CAP;;;;28.0;;;;31496.0
cumul 2023-2024;0820807G;Centre de formation des apprentis du Tarn-et-Garonne;OCCITANIE;CAP;40.0;60.0;;45.0;;;;31500.0
cumul 2023-2024;0820833K;Greta Midi-Pyrénées Ouest;OCCITANIE;CAP;;;;;;;;31503.0
cumul 2023-2024;0831136J;Organisme de formation-Centre de formation d'apprentis bâtiment TP Toulon;PROVENCE-ALPES-COTE D'AZUR;MC4;8.0;64.0;25.0;30.0;;;;31518.0
cumul 2023-2024;0831374T;Organisme de formation-Centre de formation d'apprentis CMA formation campus Le Beausset;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;27.0;78.0;;46.0;;;;31520.0
cumul 2023-2024;0831375U;Organisme de formation-Centre de formation d'apprentis CMA formation campus St Maximin la Ste Baume;PROVENCE-ALPES-COTE D'AZUR;BAC;27.0;56.0;;;;;;31525.0
cumul 2023-2024;0831608X;Organisme de formation-Centre de formation d'apprentis CMA formation campus La Seyne sur Mer;PROVENCE-ALPES-COTE D'AZUR;BAC;38.0;62.0;;17.0;;;;31537.0
cumul 2023-2024;0831662F;Ecole Supérieure Privé ESID;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;;;;;;;;31542.0
cumul 2023-2024;0831664H;Ecole  Supérieure Privée Aristée;PROVENCE-ALPES-COTE D'AZUR;BTS;;;;21.0;;;;31544.0
cumul 2023-2024;0831693P;Ecole supérieure privée FORMAVAR;PROVENCE-ALPES-COTE D'AZUR;BTS;45.0;65.0;48.0;56.0;;;;31549.0
cumul 2023-2024;0831759L;Organisme de formation-Centre de formation d'apprentis CEFAA Est Var STELO Formation;PROVENCE-ALPES-COTE D'AZUR;MC3;;;;;;;;31562.0
cumul 2023-2024;0831779H;Organisme de formation-Centre de formation d'apprentis AFTRAL Brignoles;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;;;;;;;;31581.0
cumul 2023-2024;0831798D;Organisme de formation-Centre de formation d'apprentis IMSAT les heures libres de la jeunesse Toulon;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 3;;;;;;;;31594.0
cumul 2023-2024;0831798D;Organisme de formation-Centre de formation d'apprentis IMSAT les heures libres de la jeunesse Toulon;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;24.0;38.0;;16.0;;;;31595.0
cumul 2023-2024;0831804K;Organisme de formation-Centre de formation d'apprentis Groupe Alternance Toulon La Garde;PROVENCE-ALPES-COTE D'AZUR;BTS;29.0;49.0;71.0;71.0;;;;31601.0
cumul 2023-2024;0831812U;Ecole technico professionelle de services privée Performance BS;PROVENCE-ALPES-COTE D'AZUR;BTS;;;;60.0;;;;31608.0
cumul 2023-2024;0831827K;Organisme de formation-Centre de formation d'apprentis UPV Formation Développement La Garde;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;;;;;;;;31613.0
cumul 2023-2024;0840526R;OF CFA FLORENTIN MOURET;PROVENCE-ALPES-COTE D'AZUR;BAC;40.0;;;59.0;;;;31615.0
cumul 2023-2024;0840733R;OF-CFA Régional des Métiers et de l'Artisanat Campus d'Avignon;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;17.0;71.0;;;;;;31627.0
cumul 2023-2024;0840765A;Maison Familiale Rurale de Richerenches;PROVENCE-ALPES-COTE D'AZUR;BAC;;;;23.0;;;;31634.0
cumul 2023-2024;0840800N;FC La Bastide des Jourdans;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;6.0;77.0;;;;;;31639.0
cumul 2023-2024;0840866K;Greta-CFA Vaucluse;PROVENCE-ALPES-COTE D'AZUR;CAP;45.0;63.0;24.0;41.0;;;;31646.0
cumul 2023-2024;0841173U;Institut Formation Conseil Avignon;PROVENCE-ALPES-COTE D'AZUR;BTS;57.0;59.0;29.0;46.0;;;;31654.0
cumul 2023-2024;0841204C;GROUPE BELMONT;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;24.0;61.0;;37.0;;;;31657.0
cumul 2023-2024;0841224Z;Centre de formation continue les Chênes;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 3;;;;;;;;31666.0
cumul 2023-2024;0841233J;BOSS FORMATION - SOLUTYS;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 3;;;;;;;;31673.0
cumul 2023-2024;0841233J;BOSS FORMATION - SOLUTYS;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 4;22.0;50.0;;30.0;;;;31674.0
cumul 2023-2024;0841233J;BOSS FORMATION - SOLUTYS;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;15.0;26.0;;21.0;;;;31675.0
cumul 2023-2024;0841248A;OF-CFA ESMED AFTEC;PROVENCE-ALPES-COTE D'AZUR;BP;;;;;;;;31678.0
cumul 2023-2024;0851196N;Organisme de formation-Centre de formation d'apprentis de NOVEHA - Montaigu;PAYS DE LA LOIRE;Autres formations de niveau 4;16.0;81.0;;40.0;;;;31682.0
cumul 2023-2024;0851223T;Maison Familiale Rurale de La Mothe-Achard;PAYS DE LA LOIRE;BAC;;;;;;;;31692.0
cumul 2023-2024;0851227X;Maison Familiale Rurale de Mouilleron-en-Pareds;PAYS DE LA LOIRE;Autres formations de niveau 5;0.0;96.0;;9.0;;;;31693.0
cumul 2023-2024;0851232C;Maison Familiale Rurale de Mareuil-sur-Lay-Dissais;PAYS DE LA LOIRE;CAP;69.0;;15.0;24.0;;;;31699.0
cumul 2023-2024;0851233D;Maison Familiale Rurale de Venansault;PAYS DE LA LOIRE;BAC;63.0;88.0;;17.0;;;;31701.0
cumul 2023-2024;0851253A;Maison Familiale Rurale de Saint-Florent-des-Bois;PAYS DE LA LOIRE;BTS;18.0;86.0;78.0;21.0;;;;31711.0
cumul 2023-2024;0851286L;Maison Familiale Rurale de L'Herbergement;PAYS DE LA LOIRE;CAP;39.0;75.0;;8.0;;;;31713.0
cumul 2023-2024;0851287M;Maison Familiale Rurale de Pouzauges;PAYS DE LA LOIRE;BAC;80.0;;;30.0;;;;31714.0
cumul 2023-2024;0851306H;Maison Familiale Rurale de Saint-Martin;PAYS DE LA LOIRE;CAP;;;;;;;;31717.0
cumul 2023-2024;0851309L;Maison Familiale Rurale de Chantonnay;PAYS DE LA LOIRE;BAC;;;;;;;;31723.0
cumul 2023-2024;0851309L;Maison Familiale Rurale de Chantonnay;PAYS DE LA LOIRE;CAP;3.0;66.0;;10.0;;;;31724.0
cumul 2023-2024;0851313R;GRETA-CFA de Vendée;PAYS DE LA LOIRE;BP;5.0;81.0;31.0;36.0;;;;31729.0
cumul 2023-2024;0851313R;GRETA-CFA de Vendée;PAYS DE LA LOIRE;MC4;;;;;;;;31733.0
cumul 2023-2024;0851372E;CFA La Roche sur Yon;PAYS DE LA LOIRE;Autres formations de niveau 3;57.0;74.0;;15.0;;;;31734.0
cumul 2023-2024;0851372E;CFA La Roche sur Yon;PAYS DE LA LOIRE;Autres formations de niveau 4;18.0;79.0;;;;;;31735.0
cumul 2023-2024;0851403N;Centre de formation institut de formation commerce et métiers;PAYS DE LA LOIRE;CAP;76.0;43.0;;42.0;;;;31742.0
cumul 2023-2024;0851412Y;Organisme de formation-Centre de formation d'apprentis de BTP CFA Vendée - BTP CFA Pays de Loire - La Roche-sur-Yon;PAYS DE LA LOIRE;BP;26.0;84.0;25.0;22.0;;;;31746.0
cumul 2023-2024;0851461B;Ecole Supérieure de l'Alternance - ESA La Roche sur Yon;PAYS DE LA LOIRE;Autres formations de niveau 5;14.0;;;26.0;;;;31755.0
cumul 2023-2024;0851537J;Organisme de formation-Centre de formation d'apprentis de l'enseignement catholique de vendée - La Roche sur Yon;PAYS DE LA LOIRE;Autres formations de niveau 4;;;;;;;;31760.0
cumul 2023-2024;0851537J;Organisme de formation-Centre de formation d'apprentis de l'enseignement catholique de vendée - La Roche sur Yon;PAYS DE LA LOIRE;CAP;56.0;71.0;18.0;17.0;;;;31765.0
