Année;UAI;Libellé;Région;DEVENIR Part poursuite études;DEVENIR Part en emploi 6 mois;DEVENIR Part autre situation 6 mois;Part contrats apprentissage interrompus;Taux poursuite études;Taux emploi 6 mois;Taux emploi 6 mois attendu;VA emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2020-2021;0761801V;Centre de formation d'apprentis de l'imprimerie et des industries graphiques AFI-LNR Mont-Saint-Aignan;NORMANDIE;24.0;43.0;33.0;;24.0;57.0;58.0;-1.0;60.0;64.0;64.0;2808.0
cumul 2020-2021;0611175W;Maison Familiale Rurale de La Ferté-Macé;NORMANDIE;;;;;;;;;;;;2819.0
cumul 2020-2021;0312240S;Organisme de formation - Centre de formation d'apprentis AFTRAL Transport et Logistique;OCCITANIE;11.0;66.0;23.0;;11.0;74.0;73.0;1.0;82.0;79.0;80.0;2822.0
cumul 2020-2021;0951830Y;Organisme de formation-Centre de formation d'apprentis Fraternité Saint-Jean;ILE-DE-FRANCE;45.0;35.0;20.0;;45.0;64.0;56.0;8.0;72.0;70.0;74.0;2825.0
cumul 2020-2021;0133597P;INHNI SUD EST;PROVENCE-ALPES-COTE D'AZUR;52.0;27.0;21.0;;52.0;57.0;49.0;8.0;67.0;76.0;76.0;2829.0
cumul 2020-2021;0593334D;CFA BTP-CFA Hauts-de-France - Antenne de Roubaix;HAUTS-DE-FRANCE;45.0;35.0;20.0;;45.0;64.0;64.0;1.0;69.0;67.0;70.0;2832.0
cumul 2020-2021;0660488X;Organisme de formation-Centre de formation d'apprentis du BTP des Pyrénées-Orientales, Perpignan;OCCITANIE;49.0;27.0;24.0;;49.0;54.0;57.0;-4.0;65.0;64.0;69.0;2836.0
cumul 2020-2021;0383169N;Organisme de formation-Centre de formation d'apprentis de FORMASUP-Grenoble;AUVERGNE-RHONE-ALPES;75.0;15.0;10.0;;75.0;61.0;63.0;-2.0;68.0;84.0;81.0;2838.0
cumul 2020-2021;0251519R;CFA Hilaire de Chardonnet;BOURGOGNE-FRANCHE-COMTE;41.0;39.0;20.0;;41.0;65.0;64.0;1.0;70.0;71.0;71.0;2846.0
cumul 2020-2021;0271691S;Centre de formation d'apprentis Ecole supérieure de la CCI Portes de Normandie;NORMANDIE;46.0;32.0;22.0;;46.0;61.0;69.0;-8.0;69.0;72.0;75.0;2847.0
cumul 2020-2021;0442903S;Organisme de formation-Centre de formation d'apprentis de Retravailler dans l'Ouest Nantes;PAYS DE LA LOIRE;80.0;11.0;9.0;;80.0;56.0;68.0;-12.0;51.0;44.0;59.0;2850.0
cumul 2020-2021;0602089V;CFA AGRICOLE PUBLIC DES HAUTS DE FRANCE;HAUTS-DE-FRANCE;40.0;33.0;27.0;;40.0;54.0;55.0;-1.0;64.0;60.0;66.0;2854.0
cumul 2020-2021;0211431S;BATIMENT CFA BOURGOGNE-FRANCHE-COMTE SITE DE DIJON;BOURGOGNE-FRANCHE-COMTE;35.0;47.0;18.0;;35.0;72.0;72.0;0.0;75.0;82.0;81.0;2855.0
cumul 2020-2021;0691774D;Université Lyon 1;AUVERGNE-RHONE-ALPES;87.0;6.0;7.0;;87.0;;;;;;;2857.0
cumul 2020-2021;6200042B;Centre de formation d'apprentis Corse du Sud;CORSE;37.0;33.0;30.0;;37.0;53.0;60.0;-7.0;63.0;56.0;64.0;2870.0
cumul 2020-2021;0881529J;Greta Lorraine Sud;GRAND EST;32.0;49.0;19.0;;32.0;72.0;68.0;3.0;76.0;76.0;74.0;2872.0
cumul 2020-2021;0756146Y;Of-Cfa JMN Fac Hotel;ILE-DE-FRANCE;;;;;;;;;;;;2874.0
cumul 2020-2021;0595846J;Centre de Formation d'Apprentis Spécialisé AGAP Formation (Association pour Gestion et Aide Promotion d Equipements Sociaux et Médico Sociaux);HAUTS-DE-FRANCE;46.0;15.0;39.0;;46.0;28.0;37.0;-9.0;48.0;48.0;48.0;2881.0
cumul 2020-2021;0801629L;Maison Familiale Rurale de Beauquesne;HAUTS-DE-FRANCE;20.0;39.0;41.0;;20.0;48.0;36.0;12.0;45.0;55.0;58.0;2885.0
cumul 2020-2021;0150788A;Organisme de formation-Centre de Formation d'Apprentis de l'école Christian Vabret - Boulangerie - Pâtisserie - Cuisine, Aurillac;AUVERGNE-RHONE-ALPES;17.0;30.0;53.0;;17.0;;;;;;;2887.0
cumul 2020-2021;0142433U;Organisme de formation-Centre de formation d'apprentis CPNLT Clecy;NORMANDIE;;;;;;;;;;;;2893.0
cumul 2020-2021;0672064E;Centre de Formation d'apprentis du Lycée Stanislas;GRAND EST;56.0;28.0;16.0;;56.0;64.0;74.0;-10.0;89.0;78.0;78.0;2894.0
cumul 2020-2021;0840800N;FC La Bastide des Jourdans;PROVENCE-ALPES-COTE D'AZUR;39.0;33.0;28.0;;39.0;53.0;59.0;-6.0;60.0;65.0;66.0;2898.0
cumul 2020-2021;0912267V;Organisme de formation-Centre de formation d'apprentis Faculté des Métiers de l'Essonne;ILE-DE-FRANCE;38.0;39.0;23.0;;38.0;62.0;62.0;0.0;68.0;72.0;72.0;2906.0
cumul 2020-2021;0651054T;Organisme de formation - Centre de formation d'apprentis Vecteur Pyrénées - Institut pyrénéen des métiers de service à l'environnement;OCCITANIE;3.0;59.0;38.0;;3.0;61.0;64.0;-4.0;66.0;62.0;66.0;2908.0
cumul 2020-2021;0694438Z;Organisme de formation-Centre de formation d'apprentis ACADEMIE DES SERVICES AUX FAMILLES - ASAF VILLEURBANNE;AUVERGNE-RHONE-ALPES;8.0;53.0;39.0;;8.0;58.0;55.0;3.0;58.0;59.0;46.0;2919.0
cumul 2020-2021;0751510J;Centre de Formation d'apprentis - Alimentation et Hôtellerie;ILE-DE-FRANCE;37.0;32.0;31.0;;37.0;51.0;63.0;-12.0;64.0;67.0;69.0;2921.0
cumul 2020-2021;0573790K;Organisme de formation-Centre de formation dapprentis DG BOOST de Le-Ban-Saint-Martin;GRAND EST;8.0;49.0;43.0;;8.0;53.0;51.0;2.0;51.0;45.0;44.0;2942.0
cumul 2020-2021;0150605B;Centre de formation d'apprentis du bâtiment et travaux publics Georges Boché;AUVERGNE-RHONE-ALPES;45.0;39.0;16.0;;45.0;71.0;69.0;2.0;73.0;70.0;81.0;2943.0
cumul 2020-2021;0312723S;ESICAD - Centre de Toulouse;OCCITANIE;56.0;29.0;15.0;;56.0;;;;;;;2944.0
cumul 2020-2021;0391213G;Maison Familiale Rurale d'Amange;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;2955.0
cumul 2020-2021;0332709R;CFA de la Gironde;NOUVELLE-AQUITAINE;30.0;37.0;33.0;;30.0;52.0;57.0;-5.0;63.0;63.0;63.0;2957.0
cumul 2020-2021;0442291B;école technique privée Pigier Performance;PAYS DE LA LOIRE;35.0;51.0;14.0;;35.0;79.0;67.0;12.0;68.0;75.0;82.0;2977.0
cumul 2020-2021;0490985E;Organisme de formation-Centre de formation d'apprentis de la CCI Maine-et-Loire - Centre Pierre Cointreau Angers;PAYS DE LA LOIRE;41.0;42.0;17.0;;41.0;72.0;67.0;5.0;78.0;78.0;80.0;2978.0
cumul 2020-2021;0492489P;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Catholique de Maine et Loire;PAYS DE LA LOIRE;31.0;43.0;26.0;;31.0;63.0;70.0;-7.0;68.0;74.0;69.0;2979.0
cumul 2020-2021;0542353P;CFA des métiers de la sécurité;GRAND EST;;;;;;;;;;;;2981.0
cumul 2020-2021;0501614H;Organisme de formation-Centre de formation d'apprentis groupe FIM Saint-Lo;NORMANDIE;42.0;34.0;24.0;;42.0;59.0;64.0;-6.0;71.0;71.0;75.0;2992.0
cumul 2019-2020;0921379Z;Organisme de formation-Centre de formation d'apprentis des métiers du bâtiment BTP CFA - Rueil-Malmaison;ILE-DE-FRANCE;;;;;50.0;59.0;64.0;-5.0;60.0;63.0;66.0;1501.0
cumul 2019-2020;0941906L;LEA-CFI L'école connectée au futur de l'industrie;ILE-DE-FRANCE;;;;;43.0;69.0;70.0;-2.0;75.0;76.0;79.0;1508.0
cumul 2019-2020;0941940Y;CMA IDF - 94 - CFA de Saint-Maur;ILE-DE-FRANCE;;;;;42.0;57.0;57.0;0.0;59.0;63.0;62.0;1510.0
cumul 2019-2020;0951684P;Organisme de formation-Centre de formation d'apprentis Promotrans - Gonesse;ILE-DE-FRANCE;;;;;29.0;39.0;51.0;-12.0;50.0;56.0;56.0;1513.0
cumul 2019-2020;0951830Y;Organisme de formation-Centre de formation d'apprentis Fraternité Saint-Jean - Saint Gratien;ILE-DE-FRANCE;;;;;32.0;62.0;57.0;5.0;64.0;67.0;70.0;1515.0
cumul 2019-2020;9711178D;Cfa Jean Belloc;GUADELOUPE;;;;;4.0;8.0;20.0;-12.0;12.0;21.0;33.0;1519.0
cumul 2019-2020;9711186M;Cfa de la Cci;GUADELOUPE;;;;;31.0;54.0;49.0;5.0;56.0;53.0;54.0;1520.0
cumul 2019-2020;9720826R;OF-CFA DU TERTIAIRE;MARTINIQUE;;;;;42.0;40.0;47.0;-7.0;40.0;55.0;60.0;1523.0
cumul 2019-2020;9730367L;Maison Familiale Rurale de Mana;GUYANE;;;;;;;;;;;;1525.0
cumul 2019-2020;0133622S;ASSOCIATION REGIONALE POUR LA FORMATION PAR L APPRENTISSAGE AUX METIERS DU SPORT DU TOURISME ET DE L ANIMATION (A.R.F.A.M.S.T.A);PROVENCE-ALPES-COTE D'AZUR;;;;;11.0;;;;;;;1553.0
cumul 2019-2020;0133690R;CFA METIER DU SOCIAL;PROVENCE-ALPES-COTE D'AZUR;;;;;4.0;27.0;39.0;-12.0;25.0;28.0;28.0;1554.0
cumul 2019-2020;0190849V;BTP CFA NOUVELLE AQUITAINE TULLE;NOUVELLE-AQUITAINE;;;;;44.0;70.0;70.0;1.0;75.0;72.0;73.0;1566.0
cumul 2019-2020;0195059W;ORGANISME DE FORMATION-CENTRE DE FORMATION D'APPRENTIS DE IFHCO USSEL;NOUVELLE-AQUITAINE;;;;;;;;;;;;1567.0
cumul 2019-2020;0212193V;Centre de formation d'apprentis Polyvia Formation Dijon - Bourgogne Franche-Comté;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;1572.0
cumul 2019-2020;0251643A;CFA du Doubs;BOURGOGNE-FRANCHE-COMTE;;;;;22.0;;;;;;;1575.0
cumul 2019-2020;0312984A;ORGANISME DE FORMATION - CENTRE DE FORMATION DAPPRENTIS  ADRAR - RAMONVILLE ST AGNE;OCCITANIE;;;;;;;;;;;;1586.0
cumul 2019-2020;0332882D;Organisme de formation-Centre de formation d'apprentis compagnons du devoir de Bordeaux;NOUVELLE-AQUITAINE;;;;;43.0;68.0;64.0;5.0;71.0;76.0;74.0;1589.0
cumul 2019-2020;0333000G;Organisme de formation-Centre de formation d'apprentis Propreté-Hygiène-Environnement INHNI;NOUVELLE-AQUITAINE;;;;;29.0;47.0;52.0;-5.0;51.0;52.0;55.0;1590.0
cumul 2019-2020;0383249A;Organisme de formation-Centre de formation d'apprentis du BTP-Bourgoin Jallieu;AUVERGNE-RHONE-ALPES;;;;;38.0;68.0;64.0;3.0;72.0;74.0;74.0;1615.0
cumul 2019-2020;0390799G;CFA du Jura;BOURGOGNE-FRANCHE-COMTE;;;;;43.0;61.0;63.0;-2.0;70.0;70.0;75.0;1616.0
cumul 2019-2020;0440334Z;Organisme de formation-Centre de formation d'apprentis de la Fédération des Métiers liés à la Communication et à l'Electricité - Nantes;PAYS DE LA LOIRE;;;;;40.0;72.0;72.0;0.0;84.0;80.0;82.0;1622.0
cumul 2019-2020;0442574J;Centre de formation d'apprentis éducation nationale 44;PAYS DE LA LOIRE;;;;;32.0;68.0;68.0;0.0;74.0;75.0;82.0;1625.0
cumul 2019-2020;0442896J;CFA de l'ESB;PAYS DE LA LOIRE;;;;;23.0;;;;;;;1627.0
cumul 2019-2020;0450808J;Organisme de formation-Centre de formation d'apprentis de CFA EST-Loiret - Montargis;CENTRE-VAL DE LOIRE;;;;;34.0;59.0;56.0;3.0;64.0;73.0;73.0;1629.0
cumul 2019-2020;0451733P;Maison Familiale Rurale du Pithiverais;CENTRE-VAL DE LOIRE;;;;;;;;;;;;1631.0
cumul 2019-2020;0542287T;Organisme de formation-Centre de formation d'apprentis des métiers de la banque et de la finance de Nancy;GRAND EST;;;;;85.0;;;;;;;1643.0
cumul 2019-2020;0542414F;Centre de Formation d'apprentis de l'Automobile et des Metiers de l'Industrie;GRAND EST;;;;;30.0;70.0;69.0;2.0;77.0;77.0;77.0;1647.0
cumul 2019-2020;0550861M;Organisme de formation-Centre de formation d'apprentis Européen Louis Prioux de Bar-le-Duc;GRAND EST;;;;;40.0;56.0;58.0;-2.0;59.0;61.0;67.0;1650.0
cumul 2019-2020;0572741V;CFA Henri Nominé;GRAND EST;;;;;51.0;59.0;62.0;-3.0;61.0;64.0;70.0;1656.0
cumul 2019-2020;0580739N;CFA de la Nièvre;BOURGOGNE-FRANCHE-COMTE;;;;;29.0;56.0;59.0;-3.0;65.0;62.0;68.0;1657.0
cumul 2019-2020;0602165C;CFA de Gouvieux;HAUTS-DE-FRANCE;;;;;7.0;88.0;76.0;12.0;90.0;90.0;92.0;1661.0
cumul 2019-2020;0602183X;Organisme de formation-Centre de formation d'apprentis de DG Formation Compiègne;HAUTS-DE-FRANCE;;;;;48.0;;;;;;;1663.0
cumul 2019-2020;0611130X;CFA Sées;NORMANDIE;;;;;28.0;69.0;68.0;2.0;68.0;68.0;68.0;1665.0
cumul 2019-2020;0611305M;Organisme de formation-Centre de formation d'apprentis LCMG consulting menil-Erreux;NORMANDIE;;;;;15.0;70.0;58.0;12.0;65.0;57.0;65.0;1667.0
cumul 2019-2020;0631764A;Centre de formation des apprentis des Métiers de l'Agriculture du Puy de Dôme;AUVERGNE-RHONE-ALPES;;;;;29.0;65.0;56.0;9.0;73.0;79.0;74.0;1670.0
cumul 2019-2020;0672770X;Cfa - Iesa - Institut d'enseignement supérieur par alternance;GRAND EST;;;;;;;;;;;;1676.0
cumul 2019-2020;0673028C;Centre de formation des apprentis CCI CAMPUS;GRAND EST;;;;;33.0;69.0;67.0;2.0;73.0;75.0;76.0;1680.0
cumul 2019-2020;0681492C;Centre de Formation d'apprentis du Lycée Gustave Eiffel;GRAND EST;;;;;45.0;65.0;64.0;1.0;65.0;65.0;68.0;1683.0
cumul 2019-2020;0693400W;Organisme de formation-Centre de formation d'apprentis AFRA BTP (ASSOCIATION DE FORMATION RHONE-ALPES DU BATIMENT ET DES TRAVAUX PUBLICS);AUVERGNE-RHONE-ALPES;;;;;40.0;77.0;74.0;3.0;81.0;81.0;84.0;1686.0
cumul 2019-2020;0693694R;Organisme de formation-Centre de formation d'apprentis Compagnons TDF LYON;AUVERGNE-RHONE-ALPES;;;;;38.0;65.0;71.0;-6.0;68.0;66.0;68.0;1687.0
cumul 2019-2020;0694231Z;Organisme de formation-Centre de formation d'apprentis LOU RUGBY LYON;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1691.0
cumul 2019-2020;0694286J;Etabl sup tech privé LY FORMATION ECORIS;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1692.0
cumul 2019-2020;0694324A;Centre de formation continue métiers du sport Innova Formation;AUVERGNE-RHONE-ALPES;;;;;47.0;52.0;59.0;-6.0;57.0;70.0;70.0;1693.0
cumul 2019-2020;0701029N;CFA de Haute Saône à Vesoul;BOURGOGNE-FRANCHE-COMTE;;;;;34.0;73.0;69.0;4.0;72.0;73.0;77.0;1694.0
cumul 2019-2020;0741236S;Maison Familiale Rurale des Alluaz - Bonne;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1698.0
cumul 2019-2020;0752068R;Centre de Formation d'apprentis - Commerce de l'alimentation;ILE-DE-FRANCE;;;;;23.0;43.0;55.0;-11.0;51.0;65.0;65.0;1701.0
cumul 2019-2020;0754440U;Institut des techniques informatiques et commerciales;ILE-DE-FRANCE;;;;;100.0;;;;;;;1703.0
cumul 2019-2020;0780819S;Organisme de formation-Centre de formation d'apprentis du Batiment et des travaux publics;ILE-DE-FRANCE;;;;;33.0;69.0;70.0;-1.0;69.0;71.0;73.0;1717.0
cumul 2019-2020;0820807G;Centre de formation des apprentis du Tarn-et-Garonne;OCCITANIE;;;;;25.0;58.0;53.0;5.0;62.0;61.0;70.0;1727.0
cumul 2019-2020;0831374T;CFA Régional des Métiers et de l'Artisanat Campus du Beausset;PROVENCE-ALPES-COTE D'AZUR;;;;;36.0;54.0;58.0;-4.0;69.0;62.0;71.0;1728.0
cumul 2019-2020;0861253V;Organisme de formation - Centre de Formation d'Apprentis industriel Poitou-Charentes;NOUVELLE-AQUITAINE;;;;;28.0;71.0;72.0;-1.0;74.0;75.0;80.0;1736.0
cumul 2019-2020;0870974L;CFA de la Haute Vienne;NOUVELLE-AQUITAINE;;;;;39.0;58.0;59.0;-1.0;68.0;62.0;65.0;1739.0
cumul 2019-2020;0922627F;Organisme de formation-Centre de formation d'apprentis des métiers territoriaux;ILE-DE-FRANCE;;;;;5.0;;;;;;;1747.0
cumul 2019-2020;0922661T;Organisme de formation-Centre de formation d'apprentis Association pour le Développement de l'Apprentissage et la Formation aux métiers Sanitaires Soc;ILE-DE-FRANCE;;;;;10.0;61.0;50.0;10.0;64.0;64.0;62.0;1748.0
cumul 2019-2020;0951286G;Centre de formation d'apprentis Adolphe Chauvin CCI Paris Ile-de-France;ILE-DE-FRANCE;;;;;41.0;69.0;68.0;1.0;65.0;73.0;74.0;1757.0
cumul 2019-2020;9730350T;Greta du Levant;GUYANE;;;;;;;;;;;;1762.0
cumul 2019-2020;0030908W;Maison Familiale Rurale de Limoise;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1769.0
cumul 2019-2020;0133489X;CFA EPURE MEDITERRANEE;PROVENCE-ALPES-COTE D'AZUR;;;;;48.0;52.0;58.0;-6.0;58.0;60.0;66.0;1780.0
cumul 2019-2020;0134308M;ESTC;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;1785.0
cumul 2019-2020;0150716X;Centre de formation d'apprentis Agricole et Forestier du Cantal;AUVERGNE-RHONE-ALPES;;;;;27.0;;;;;;;1787.0
cumul 2019-2020;0251780Z;CFA Académique de Franche-Comté;BOURGOGNE-FRANCHE-COMTE;;;;;28.0;67.0;68.0;-1.0;67.0;69.0;69.0;1793.0
cumul 2019-2020;0261155P;Greta Ardèche Drôme;AUVERGNE-RHONE-ALPES;;;;;52.0;;;;;;;1796.0
cumul 2019-2020;0312330P;Centre de formation des apprentis agricole Piémont-Pyrénées   EPLA de Saint-Gaudens;OCCITANIE;;;;;31.0;41.0;53.0;-12.0;51.0;51.0;56.0;1807.0
cumul 2019-2020;0332813D;Organisme de formation-Centre de formation d'apprentis Campus du lac Bordeaux;NOUVELLE-AQUITAINE;;;;;30.0;53.0;55.0;-2.0;64.0;66.0;74.0;1811.0
cumul 2019-2020;0333130Y;Organisme de formation-Centre de formations d'apprentis maison de la promotion sociale - Métiers de l'environnement;NOUVELLE-AQUITAINE;;;;;;;;;;;;1813.0
cumul 2019-2020;0341495R;Organisme de formation-Centre de formation d'apprentis de l'Education nationale de l'Hérault, Montpellier;OCCITANIE;;;;;28.0;58.0;64.0;-6.0;64.0;67.0;71.0;1815.0
cumul 2019-2020;0342135L;Organisme de formation-Centre de formation d'apprentis de l'ESMA Aviation Academy, Mauguio;OCCITANIE;;;;;21.0;79.0;67.0;12.0;79.0;76.0;82.0;1818.0
cumul 2019-2020;0351980M;CFA de l'Union nationale des industries de carrières et matériaux;BRETAGNE;;;;;43.0;64.0;66.0;-2.0;72.0;67.0;72.0;1821.0
cumul 2019-2020;0430918P;centre formation apprentis agricole;AUVERGNE-RHONE-ALPES;;;;;22.0;;;;;;;1834.0
cumul 2019-2020;0442621K;Organisme de formation-Centre de formation d'apprentis de Centre étude formation industrielle - Saint Nazaire;PAYS DE LA LOIRE;;;;;36.0;77.0;74.0;3.0;80.0;80.0;80.0;1838.0
cumul 2019-2020;0451463W;CFA du Loiret;CENTRE-VAL DE LOIRE;;;;;38.0;;;;;;;1840.0
cumul 2019-2020;0501614H;Organisme de formation-Centre de formation d'apprentis groupe FIM Saint-Lo;NORMANDIE;;;;;40.0;59.0;61.0;-2.0;70.0;71.0;77.0;1849.0
cumul 2019-2020;0542416H;Organisme de formation-Centre de formation d'apprentis Art regional du verre de Vannes-le-Chatel;GRAND EST;;;;;40.0;;;;;;;1859.0
cumul 2019-2020;0560810B;CFA CMA Bretagne - Campus de Vannes;BRETAGNE;;;;;39.0;61.0;61.0;0.0;70.0;71.0;80.0;1862.0
cumul 2019-2020;0593321P;CFA de la Chambre des Métiers et de l'Artisanat Hauts-de-France;HAUTS-DE-FRANCE;;;;;43.0;57.0;57.0;0.0;63.0;66.0;69.0;1868.0
cumul 2019-2020;0601209N;Organisme de formation-Centre de formation d'apprentis de la mairie de Compiègne;HAUTS-DE-FRANCE;;;;;28.0;62.0;50.0;12.0;69.0;69.0;69.0;1871.0
cumul 2019-2020;0631243J;Centre de Formation des Apprentis du bâtiment et des travaux publics du Puy-De-Dôme;AUVERGNE-RHONE-ALPES;;;;;44.0;64.0;69.0;-4.0;69.0;72.0;76.0;1873.0
cumul 2019-2020;0631812C;CFA régional des métiers du chien et de l'animalerie;AUVERGNE-RHONE-ALPES;;;;;29.0;66.0;54.0;12.0;56.0;62.0;66.0;1876.0
cumul 2019-2020;0672066G;Centre de Formation d'apprentis du Lycée Le Corbusier;GRAND EST;;;;;35.0;68.0;68.0;0.0;74.0;74.0;78.0;1886.0
cumul 2019-2020;0673002Z;Centre de formation des apprentis Enseignement professionnel privé d'Alsace;GRAND EST;;;;;30.0;59.0;66.0;-7.0;62.0;72.0;73.0;1888.0
cumul 2019-2020;0681498J;Centre de Formation d'apprentis Centre Alsace Marcel Rudloff;GRAND EST;;;;;43.0;64.0;64.0;1.0;70.0;71.0;72.0;1890.0
cumul 2019-2020;0681983L;Centre de formation d'apprentis de l'hotellerie et restauration;GRAND EST;;;;;38.0;56.0;56.0;-1.0;63.0;58.0;66.0;1892.0
cumul 2019-2020;0692708U;Maison Familiale Rurale de Villié-Morgon;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1895.0
cumul 2019-2020;0692780X;Organisme de formation-Centre de formation d'apprentis Centre Textile Régional MAYA CAMPUS LYON;AUVERGNE-RHONE-ALPES;;;;;35.0;62.0;67.0;-5.0;65.0;73.0;85.0;1896.0
cumul 2019-2020;0694253Y;IPSO CAMPUS;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1903.0
cumul 2019-2020;0756004U;OF-CFA Elysées Marbeuf;ILE-DE-FRANCE;;;;;26.0;48.0;37.0;11.0;48.0;66.0;66.0;1920.0
cumul 2019-2020;0763465D;Organisme de formation-Centre de formation d'apprentis- Institut de la Formation Professionnelle en région académique Normandie Rouen;NORMANDIE;;;;;36.0;58.0;60.0;-3.0;63.0;64.0;73.0;1927.0
cumul 2019-2020;0772690F;CMA IDF - 77 - IMA du Pays de Montereau;ILE-DE-FRANCE;;;;;37.0;61.0;57.0;4.0;65.0;69.0;72.0;1931.0
cumul 2019-2020;0782092A;Organisme de formation-Centre de formation d'apprentis - AFIPE   Vente - Commerce - Poissy;ILE-DE-FRANCE;;;;;44.0;50.0;56.0;-5.0;59.0;62.0;67.0;1934.0
cumul 2019-2020;0783545E;Ecole Supérieure ENSUP;ILE-DE-FRANCE;;;;;;;;;;;;1936.0
cumul 2019-2020;0783606W;CFA DES METIERS DE L AGRICULTURE;ILE-DE-FRANCE;;;;;26.0;49.0;51.0;-2.0;51.0;54.0;61.0;1937.0
cumul 2019-2020;0811238F;Centre de Formation des familiales rurales;OCCITANIE;;;;;16.0;40.0;45.0;-4.0;50.0;56.0;60.0;1939.0
cumul 2019-2020;0831136J;Ctre de formation d'apprentis bâtiment TP Toulon;PROVENCE-ALPES-COTE D'AZUR;;;;;39.0;46.0;58.0;-12.0;57.0;59.0;64.0;1941.0
cumul 2019-2020;0881269B;Organisme de formation-Centre de formation d'apprentis BTP CFA Vosges d'Arches;GRAND EST;;;;;43.0;56.0;62.0;-6.0;61.0;69.0;71.0;1948.0
cumul 2019-2020;0881547D;Maison Familiale Rurale de Bulgneville;GRAND EST;;;;;;;;;;;;1949.0
cumul 2019-2020;0881760K;Organisme de formation-Centre de formation d'apprentis AFPIA EST-NORD de Liffol-le-Grand;GRAND EST;;;;;41.0;62.0;68.0;-5.0;62.0;52.0;62.0;1950.0
cumul 2019-2020;0912021C;Organisme de formation-Centre de formation d'apprentis Union - Orsay;ILE-DE-FRANCE;;;;;72.0;72.0;66.0;6.0;74.0;80.0;91.0;1951.0
cumul 2019-2020;0912140G;Organisme de formation-Centre de formation d'apprentis interprofessionnel Gustave Eiffel - Chilly-Mazarin;ILE-DE-FRANCE;;;;;36.0;72.0;69.0;2.0;67.0;75.0;78.0;1953.0
cumul 2019-2020;0932492D;CFA du Cycle et du Motocycle - INCM;ILE-DE-FRANCE;;;;;29.0;71.0;68.0;3.0;74.0;69.0;74.0;1961.0
cumul 2019-2020;0942169X;Institut Européen de Formation en Ingénierie Informatique- IEF2I;ILE-DE-FRANCE;;;;;;;;;;;;1965.0
cumul 2019-2020;0951938R;Organisme de formation-Centre de formation d'apprentis Institut de l'Environnement Urbain - Jouy le Moutier;ILE-DE-FRANCE;;;;;20.0;67.0;66.0;1.0;62.0;65.0;69.0;1967.0
cumul 2020-2021;0694364U;Ecole technique supérieure privée de commerce vente ACFAL Formation;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1976.0
cumul 2020-2021;0371437L;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoir -Tours;CENTRE-VAL DE LOIRE;54.0;32.0;14.0;;54.0;70.0;69.0;1.0;74.0;73.0;73.0;1978.0
cumul 2020-2021;0451656F;Organisme de formation-Centre de formation d'apprentis du CFA des Universités Centre-Val de Loire-Oléans;CENTRE-VAL DE LOIRE;78.0;14.0;8.0;;78.0;64.0;69.0;-5.0;69.0;78.0;78.0;1980.0
cumul 2020-2021;9730527K;Organisme de formation-Centre de formation d'apprentis de Equinoxe Formation Sas Cayenne;GUYANE;36.0;40.0;24.0;;36.0;63.0;56.0;7.0;63.0;63.0;67.0;1988.0
cumul 2020-2021;9741732P;Organisme de formation Centre de formation d'apprentis EMAP Ecole des Métiers à l'Accompagnement de la Personne Saint Pierre;LA REUNION;;;;;;;;;;;;1989.0
cumul 2020-2021;0611248A;centre de formation d apprentis irsap;NORMANDIE;;;;;;;;;;;;3001.0
cumul 2020-2021;0631687S;CFA INTERPROFESSIONNEL D'AMBERT;AUVERGNE-RHONE-ALPES;37.0;51.0;12.0;;37.0;82.0;70.0;12.0;82.0;86.0;86.0;3002.0
cumul 2020-2021;0755903J;Enfance et Compétences;ILE-DE-FRANCE;14.0;48.0;38.0;;14.0;56.0;50.0;6.0;51.0;37.0;42.0;3005.0
cumul 2020-2021;0100948B;Centre de Formation d'Apprentis de St Pouange;GRAND EST;29.0;47.0;24.0;;29.0;66.0;62.0;4.0;71.0;68.0;74.0;3010.0
cumul 2020-2021;0261548S;Organisme de formation-Centre de formation d'apprentis de l'AURA - Valence;AUVERGNE-RHONE-ALPES;0.0;75.0;25.0;;0.0;75.0;63.0;12.0;60.0;50.0;75.0;3015.0
cumul 2020-2021;0681499K;Centre de Formation d'apprentis du Lycée des métiers Charles Pointet;GRAND EST;;;;;;;;;;;;3016.0
cumul 2020-2021;0811238F;Centre de Formation des familiales rurales;OCCITANIE;20.0;35.0;45.0;;20.0;44.0;49.0;-5.0;54.0;57.0;55.0;3017.0
